X	Y	OBJECTID	source	ext_id	cat1	cat2	cat3	org_name	Name	addrln1	addrln2	city	state	hours	phones	email	url	info1	info2	post_id	description	zip	link	use_type	latitude	longitude	date_updated	dis_status	POINT_X	POINT_Y
-118.3164311	34.04369997	97680203	211		Social Services	Homeless Shelters and Services		NULL	Good Shepherd Shelter	2561 W. Venice Blvd.		Los Angeles	CA		Service/Intake (323) 737-6111					58312	The agency provides transitional shelter for battered women and their children who live in Los Angeles County.	90019	http://egis3.lacounty.gov/lms/?p=58312	publish	34.0437	-118.316431	2013-06-01T11:50:56.000Z		6465809.907	1838434.546
-118.4444811	34.18719697	97680335	211		Social Services	Homeless Shelters and Services		www.lsssc.org	Lutheran Social Services Of Southern California - San Fernando And Santa Clarita Valley Area Office	6425 Tyrone Ave.		Van Nuys	CA		"Area Director Service/Intake and Administration (818) 901-9480,  FAX (818) 901-9482"		www.lsssc.org			58425	The area office provides administrative support for the programs of Lutheran Social Services in the San Fernando Valley area.	91401	http://egis3.lacounty.gov/lms/?p=58425	publish	34.187197	-118.444481	2013-06-01T11:50:56.000Z		6427249.242	1890802.095
-118.1163491	33.82863997	97680550	211		Social Services	Homeless Shelters and Services		www.sucasadv.org	Su Casa - Ending Domestic Violence	3840 Woodruff Ave.	Administrative Office| Suite 203	Long Beach	CA	"Monday through Friday, 8:00am to 5:00pm. "	"Administrative (562) 421-6537,  FAX (562) 421-8117, 24-hour Hotline Service/Intake/Hotline (Voice/TDD) (562) 402-4888"		www.sucasadv.org			58587	"The center provides domestic violence services for people of all ages, including transgendered individuals, a shelter for battered persons and their children and volunteer opportunities."	90808	http://egis3.lacounty.gov/lms/?p=58587	publish	33.82864	-118.116349	2013-06-01T11:50:56.000Z		6526332.624	1760038.957
-118.2434033	34.04464353	97680591	211		Social Services	Homeless Shelters and Services		www.dwcweb.org	Downtown Women's Center	442 S San Pedro St		Los Angeles	CA	"Monday through Friday, 6:00am to 4:00pm; Saturday and Sunday, 7:00am to 3:00pm. "	"Administration (213) 680-0600,  Service/Intake (213) 213-6130,  FAX (213) 680-0844"		www.dwcweb.org			58625	The center provides emergency food and homeless support services for single women and housing for homeless mentally ill and/or adult women in the Skid Row area of Los Angeles.	90013	http://egis3.lacounty.gov/lms/?p=58625	publish	34.04464356	-118.2434032	2013-06-01T11:50:56.000Z		6487933.918	1838716.318
-118.3091311	33.99045897	97680599	211		Social Services	Homeless Shelters and Services		NULL	Testimonial Community Love Center	5721 S. Western Ave.		Los Angeles	CA	"Monday through Friday, 8:00am to 4:00pm. "	"FAX (323) 292-1512,  Service/Intake and Administration (323) 291-6753"					58630	"The center provides emergency food, employment services, holiday assistance and shelter for people in South Central Los Angeles, including people who are homeless or undocumented."	90062	http://egis3.lacounty.gov/lms/?p=58630	publish	33.990459	-118.309131	2013-06-01T11:50:56.000Z		6467961.794	1819052.284
-118.0081381	34.14283797	97680608	211		Social Services	Homeless Shelters and Services		www.foothillunitycenter.org	Foothill Unity Center Inc - Monrovia	415 W. Chestnut Ave.		Monrovia	CA	"Monday through Friday, 9:00am to 5:00pm. "	"FAX (626) 358-8224,  Service/Intake and Administration (626) 358-3486"		www.foothillunitycenter.org			58634	"The center provides emergency food, health services, holiday assistance, and shelter for people who live in the eleven city service area of Altadena, Arcadia, Azusa, Baldwin Park, Bradbury, Duarte, Irwindale, Monrovia, Pasadena, South Pasadena and Sierra Madre."	91016	http://egis3.lacounty.gov/lms/?p=58634	publish	34.142838	-118.008138	2013-06-01T11:50:56.000Z		6559207.897	1874361.953
-118.2644431	34.06507197	97680612	211		Social Services	Homeless Shelters and Services		www.gschomeless.org/	Good Shepherd Center For Homeless Women - Hawkes Transitional Residence	1640 Rockwood St.		Los Angeles	CA	"Monday through Sunday, 24 hours per day. "	"FAX (213) 482-0299,  Service/Intake (213) 482-0281"		www.gschomeless.org/			58638	"The center provides emergency food, homeless support services, housing services and shelter primarily for women in the Echo Park and MacArthur Park/Wilshire district."	90026	http://egis3.lacounty.gov/lms/?p=58638	publish	34.065072	-118.264443	2013-06-01T11:50:56.000Z		6481579.707	1846166.698
-118.2633361	34.06621697	97680614	211		Social Services	Homeless Shelters and Services		www.gschomeless.org/	Good Shepherd Center For Homeless Women - Languille Residence - Emergency Shelter	267 N. Belmont Ave.		Los Angeles	CA	"Monday through Sunday, 24 hours per day. "	"Service/Intake and Administration (213) 250-5241,  FAX (213) 250-5073"		www.gschomeless.org/			58640	"The center provides emergency food, homeless support services, housing services and shelter primarily for women in the Echo Park and MacArthur Park/Wilshire district."	90026	http://egis3.lacounty.gov/lms/?p=58640	publish	34.066217	-118.263336	2013-06-01T11:50:56.000Z		6481916.07	1846582.504
-118.4774239	33.99813631	97680619	211		Social Services	Homeless Shelters and Services		catholiccharitiesla.org	Catholic Charities Of Los Angeles - St. Robert's Center	211 3Rd Ave		Venice	CA		Service/Intake and Administration (310) 392-8701					58643	"The center provides emergency food, information and referral for residents of Santa Monica, Venice, LAX Airport, West Los Angeles, Beverly Hills, and Culver City areas, including Malibu, Topanga, Pacific Palisades, Brentwood and Bel Air."	90291	http://egis3.lacounty.gov/lms/?p=58643	publish	33.99813634	-118.4774238	2013-06-01T11:50:56.000Z		6416959.882	1822045.793
-118.2068611	33.88752397	97680862	211		Social Services	Homeless Shelters and Services		NULL	First United Methodist Church Of Compton	1025 S. Long Beach Blvd.		Compton	CA	"Monday through Thursday, 10:00am to 4:00pm. "	Service/Intake (310) 639-0775					58875	The church provides emergency food assistance and holiday assistance for people who live in Compton.	90221	http://egis3.lacounty.gov/lms/?p=58875	publish	33.887524	-118.206861	2013-06-01T11:50:56.000Z		6498886.302	1781512.463
-118.0348021	33.97855897	97680872	211		Social Services	Homeless Shelters and Services		NULL	St. Matthias Episcopal Church	7056 S. Washington Ave.		Whittier	CA	"Monday, Friday, 12:00 noon to 4:00pm; Tuesday, Wednesday, Thursday, 9:00am to 4:00pm. "	Service/Intake and Administration (562) 698-9741					58885	"The church provides emergency food, holiday assistance and homeless support services to anyone in Whittier and surrounding areas."	90602	http://egis3.lacounty.gov/lms/?p=58885	publish	33.978559	-118.034802	2013-06-01T11:50:56.000Z		6551119.097	1814579.36
-118.2454261	34.04489597	97682048	211		Social Services	Homeless Shelters and Services		www.losangelesmission.org	Los Angeles Mission	303 E. 5th St.		Los Angeles	CA	"SITE HOURS: Monday through Saturday, 6:00am to 4:00pm; Monday through Saturday, 6:00pm to 7:00pm "	"Volunteers Service/Intake (213) 629-1227 Ext.301, Urban Training Institute Service/Intake (213) 629-1227 Ext.387,  Service/Intake and Administration (213) 629-1227, Volunteers Service/Intake (213) 629-1227 Ext.417,  Service/Intake (213) 893-1960,  FAX (21"		www.losangelesmission.org			60003	"The mission provides a variety of Christian-oriented emergency services including adult education, emergency food, holiday assistance, homeless support services and shelter for homeless men 18 years and older who are in the Central Los Angeles/Skid Row area."	90013	http://egis3.lacounty.gov/lms/?p=60003	publish	34.044896	-118.245426	2013-06-01T11:50:56.000Z		6487321.358	1838809.675
-118.2418951	34.04333897	97682054	211		Social Services	Homeless Shelters and Services		www.fjm.org	Fred Jordan Mission	445 Towne Ave.		Los Angeles	CA	"Monday through Sunday, 24 hours per day. "	"FAX (626) 332-8759,  Service/Intake and Administration (626) 915-1981,  Service/Intake (213) 489-7763"		www.fjm.org			60004	"The mission provides emergency food, holiday assistance, personal enrichment, personal goods, shelter for the homeless in the Skid Row area of downtown Los Angeles and volunteer opportunities."	90013	http://egis3.lacounty.gov/lms/?p=60004	publish	34.043339	-118.241895	2013-06-01T11:50:56.000Z		6488389.668	1838240.461
-118.5708321	34.22514997	97682058	211		Social Services	Homeless Shelters and Services		www.sfvrescuemission.org	Our Redeemer Lutheran Church - Sfv Rescue Mission	8520 Winnetka Ave.		Winnetka	CA	"Friday, 8:30am to 10:30am and 12:00pm to 1:00pm. "			www.sfvrescuemission.org			60005	"The mission provides emergency food, holiday assistance, homeless support services, shelter, thrift shops and volunteer opportunities for people in the San Fernando Valley."	91306	http://egis3.lacounty.gov/lms/?p=60005	publish	34.22515	-118.570832	2013-06-01T11:50:56.000Z		6389116.65	1904806.638
-118.4445221	34.18732497	97682060	211		Social Services	Homeless Shelters and Services		www.sfvrescuemission.org	Lutheran Social Services/Central Lutheran Church - Sfv Rescue Mission	6425 Tyrone Blvd.		Van Nuys	CA	"Thursday, 8:30am to 10:30am and 12:00pm to 1:00pm. "	"Service/Intake and Administration (818) 785-4476, Secondary Telephone Number Information (818) 901-9480"		www.sfvrescuemission.org			60008	"The mission provides emergency food, holiday assistance, homeless support services, shelter, thrift shops and volunteer opportunities for people in the San Fernando Valley."	91401	http://egis3.lacounty.gov/lms/?p=60008	publish	34.187325	-118.444522	2013-06-01T11:50:56.000Z		6427237.049	1890848.731
-118.4255981	34.20867597	97682064	211		Social Services	Homeless Shelters and Services		www.sfvrescuemission.org	San Fernando Valley Rescue Mission	13422 Saticoy St.		North Hollywood	CA	"Monday through Friday, 8:30am to 5:00pm. "	"FAX (818) 474-1294, Donations Pick-ups Service/Intake (800) 417-5678, Bob - for space availability Information Only (661) 965-0180,  Service/Intake and Administration (818) 785-4476"		www.sfvrescuemission.org			60009	"The mission provides emergency food, holiday assistance, homeless support services, shelter, thrift shops and volunteer opportunities for people in the San Fernando Valley."	91605	http://egis3.lacounty.gov/lms/?p=60009	publish	34.208676	-118.425598	2013-06-01T11:50:56.000Z		6432992.949	1898593.906
-118.3749351	34.16285397	97682069	211		Social Services	Homeless Shelters and Services		www.sfvrescuemission.org	North Hollywood 1St Baptist Church - Sfv Rescue Mission	11210 Otsego St.		North Hollywood	CA		"Service/Intake (818) 763-4356,  Service/Intake (818) 980-7370"		www.sfvrescuemission.org			60020	"The mission provides emergency food, holiday assistance, homeless support services, shelter, thrift shops and volunteer opportunities for people in the San Fernando Valley."	91601	http://egis3.lacounty.gov/lms/?p=60020	publish	34.162854	-118.374935	2013-06-01T11:50:56.000Z		6448248.372	1881857.571
-118.1916341	33.78417197	97682091	211		Social Services	Homeless Shelters and Services		www.catholiccharitiesla.org/sanpedro.html	Catholic Charities Of Los Angeles - San Pedro Region - Long Beach Community Services Center	123 E. 14th St.		Long Beach	CA		"Service/Intake and Administration (562) 591-1351,  Administrative (562) 591-1641"		www.catholiccharitiesla.org/sanpedro.html			60044	"The office administers a number of community centers and program offices within the San Pedro Pastoral Region, which extends from Palos Verdes to Pico Rivera on the north to Long Beach on the south."	90813	http://egis3.lacounty.gov/lms/?p=60044	publish	33.784172	-118.191634	2013-06-01T11:50:56.000Z		6503436.111	1743890.905
-118.1860481	33.77072097	97682216	211		Social Services	Homeless Shelters and Services		www.COAlongbeach.org	Christian Outreach In Action	515 E. 3rd St.		Long Beach	CA		"Service/Intake and Administration (562) 432-1440,  FAX (562) 590-8984"		www.COAlongbeach.org			60138	"The organization provides emergency food, holiday assistance, homeless support services, personal goods and shelter for people who are in the Long Beach area, including people who are homeless."	90802	http://egis3.lacounty.gov/lms/?p=60138	publish	33.770721	-118.186048	2013-06-01T11:50:56.000Z		6505124.537	1738992.524
-118.1960271	33.79264597	97682219	211		Social Services	Homeless Shelters and Services		www.COAlongbeach.org	Christian Outreach In Action - Transitional Housing	1950 Chestnut Ave.		Long Beach	CA	"Monday through Sunday, 24 hours per day. "	Service/Intake (562) 432-1440		www.COAlongbeach.org			60139	"The organization provides emergency food, holiday assistance, homeless support services, personal goods and shelter for people who are in the Long Beach area, including people who are homeless."	90806	http://egis3.lacounty.gov/lms/?p=60139	publish	33.792646	-118.196027	2013-06-01T11:50:56.000Z		6502107.171	1746977.399
-118.2449741	34.04537297	97682435	211		Social Services	Homeless Shelters and Services		www.losangelesmission.org	Anne Douglas Center Of The Los Angeles Mission	310 Winston St.		Los Angeles	CA	"Monday through Sunday, 24 hours per day. "	"LA Mission Main Desk Service/Intake (213) 629-1227,  Service/Intake and Administration (213) 614-0743"		www.losangelesmission.org			60318	"The program provides Christian-oriented homeless support services, personal goods and substance abuse services for low-income and homeless women and women with children in the Skid Row area of downtown Los Angeles."	90013	http://egis3.lacounty.gov/lms/?p=60318	publish	34.045373	-118.244974	2013-06-01T11:50:56.000Z		6487458.709	1838982.93
-118.3384143	34.0932266	97682479	211		Social Services	Homeless Shelters and Services		www.lagaycenter.org	L A Gay And Lesbian Center - Highland Annex	1220 N Highland Ave		Los Angeles	CA	"Monday through Friday, 8:30am to 5:30pm; Saturday and Sunday, 8:30am to 4:00pm. "	"Service/Intake (323) 860-2280, LGBTQ Youth Hotline Hotline/Talkline/Warmline (323) 461-8163,  Service/Intake (323) 993-7501"		www.lagaycenter.org			60357	"The program provides emergency food, HIV/AIDS services, homeless support services and shelter for people who live in Los Angeles County."	90038	http://egis3.lacounty.gov/lms/?p=60357	publish	34.09322663	-118.3384142	2013-06-01T11:50:56.000Z		6459210.964	1856479.827
-118.3326151	34.10024797	97682481	211		Social Services	Homeless Shelters and Services		www.lagaycenter.org	L A Gay And Lesbian Center - Youth Services Program	1625 N. Schrader Blvd.		Los Angeles	CA	"Monday through Saturday, 9:00am to 5:00pm. "	Service/Intake (323) 993-7400		www.lagaycenter.org			60358	"The program provides emergency food, HIV/AIDS services, homeless support services and shelter for people who live in Los Angeles County."	90028	http://egis3.lacounty.gov/lms/?p=60358	publish	34.100248	-118.332615	2013-06-01T11:50:56.000Z		6460975.197	1859029.161
-118.2767461	33.82885897	97682484	211		Social Services	Homeless Shelters and Services		NULL	St. Philomena Church	21900 S. Main St.		Carson	CA	"Monday through Sunday, 9:00am to 8:00pm. "	"Service/Intake and Administration (310) 835-7161, Contributions or Volunteers Service/Intake (310) 830-5294"					60359	"The program provides emergency food and holiday assistance for low-income residents of Carson, Long Beach zip code 90810 and Torrance zip code 90502."	90745	http://egis3.lacounty.gov/lms/?p=60359	publish	33.828859	-118.276746	2013-06-01T11:50:56.000Z		6477616.892	1760213.911
-117.9789201	34.01011097	97682486	211		Social Services	Homeless Shelters and Services		NULL	East San Gabriel Valley Coalition For The Homeless	1345 Turnbull Canyon Rd.		Hacienda Heights	CA	"Monday through Friday, 8:30am to 1:30pm. "	"Service/Intake (626) 333-7204,  FAX (626) 333-7260"					60360	"The program provides emergency food, information and referral, personal goods and transportation assistance for homeless people in the East San Gabriel Valley area."	91745	http://egis3.lacounty.gov/lms/?p=60360	publish	34.010111	-117.97892	2013-06-01T11:50:56.000Z		6568058.933	1826060.628
-118.2464301	34.04229997	97682517	211		Social Services	Homeless Shelters and Services		www.voala.org	Volunteers Of America - San Julian Access Center	628 S. San Julian St.		Los Angeles	CA	"Monday through Sunday, 24 hours per day. "	Service/Intake and Administration (213) 624-4357		www.voala.org			60394	The program provides homeless support services in Downtown Los Angeles.	90014	http://egis3.lacounty.gov/lms/?p=60394	publish	34.0423	-118.24643	2013-06-01T11:50:56.000Z		6487014.892	1837865.687
-118.2046971	33.92108497	97682648	211		Social Services	Homeless Shelters and Services		www.jordansdisciplescommunityservice.org	Jordan's Disciples Community Service - Root 66	3669 Louise St.		Lynwood	CA	"Monday through Sunday, 24 hours per day. "	"Ms. Scott Administrative (310) 876-5390,  Service/Intake (424) 228-0343, Ms. Walston Service/Intake (310) 213-0840, Ms. Scott Service/Intake (310) 213-0203,  Service/Intake (562) 618-1857"					60541	"The program provides shelter for pregnant women and women with children who are in Carson, Compton, Lynwood and Los Angeles."	90262	http://egis3.lacounty.gov/lms/?p=60541	publish	33.921085	-118.204697	2013-06-01T11:50:56.000Z		6499567.965	1793724.721
-118.2161341	33.98127197	97683004	211		Social Services	Homeless Shelters and Services		www1.usw.salvationarmy.org/usw/www_usw_southeastcommunities.nsf	Salvation Army Corps Community Center - Huntington Park	2965 E. Gage Ave.		Huntington Park	CA		"Service/Intake (323) 587-4221,  FAX (323) 587-3973"		www1.usw.salvationarmy.org/usw/www_usw_southeastcommunities.nsf			60839	"This agency provides a companionship program, emergency food, holiday assistance, homeless support services, personal enrichment and utility bill assistance for people who live in Bell, Bell Gardens, Cudahy, Downey, Huntington Park, Maywood, South Gate, Vernon and Walnut Park."	90255	http://egis3.lacounty.gov/lms/?p=60839	publish	33.981272	-118.216134	2013-06-01T11:50:56.000Z		6496145.231	1815635.295
-118.2202181	34.05202197	97683027	211		Social Services	Homeless Shelters and Services		www.CatholicCharitiesLA.org	Catholic Charities Of Los Angeles - Brownson House	1307 Warren St.		Los Angeles	CA	"Monday through Friday, 9:00am to 1:00pm. "	"Regional Office Administrative (323) 266-3130,  Service/Intake (323) 264-8701, Appointments Service/Intake (323) 264-8700"		www.CatholicCharitiesLA.org			60849	"This agency provides emergency food, holiday assistance, motel vouchers and utility bill assistance."	90033	http://egis3.lacounty.gov/lms/?p=60849	publish	34.052022	-118.220218	2013-06-01T11:50:56.000Z		6494963.499	1841385.272
-118.2771201	34.24829497	97683035	211		Social Services	Homeless Shelters and Services		NULL	Tujunga United Methodist Church	9901 Tujunga Canyon Blvd.		Tujunga	CA	"Monday through Friday, 11:00am to 1:00pm. "	Service/Intake and Administration (818) 473-4185					60851	"This agency provides clothing, emergency food, holiday assistance, homeless support services, medical supply loans for people in La Crescenta, Lake View Terrace, Montrose, Sunland and Tujunga, including people who are undocumented or who are homeless."	91042	http://egis3.lacounty.gov/lms/?p=60851	publish	34.248295	-118.27712	2013-06-01T11:50:56.000Z		6477924.117	1912855.004
-118.1082031	33.75517297	97683038	211		Social Services	Homeless Shelters and Services		www.intervalhouse.org	Interval House	6615 E. Pacific Coast Highway	Outreach Office| Suite 170	Long Beach	CA	"Monday through Sunday, 24 hours per day. "	"Administrative (562) 594-9492, L A County - 24 hours Service/Intake and Hotline (562) 594-4555"		www.intervalhouse.org			60852	"This agency provides domestic violence services, a battered women's shelter for battered women and their children and welfare-to-work support services to battered women who receive CalWORKs and live primarily in the Long Beach and the surrounding areas."	90803	http://egis3.lacounty.gov/lms/?p=60852	publish	33.755173	-118.108203	2013-06-01T11:50:56.000Z		6528777.96	1733299.528
-118.1006711	34.57977097	97683073	211		Social Services	Homeless Shelters and Services		www.mhala.org	Mental Health America Of Los Angeles - Antelope Valley Services - Discovery Resource Center	1609 E. Palmdale Blvd.		Palmdale	CA		"FAX (661) 575-1682,  Service/Intake (661) 947-1595"		www.mhala.org			60883	"This agency provides homeless support, mental health services and volunteer opportunities for people in the Antelope Valley area."	93550	http://egis3.lacounty.gov/lms/?p=60883	publish	34.579771	-118.100671	2013-06-01T11:50:56.000Z		6531368.127	2033385.768
-118.1386738	34.70176567	97683075	211		Social Services	Homeless Shelters and Services		www.mhala.org	Mental Health America Of Los Angeles - Antelope Valley Services	506 W Jackman St		Lancaster	CA		"FAX (661) 726-2854,  Service/Intake and Administration (661) 726-2850"		www.mhala.org			60884	"This agency provides homeless support, mental health services and volunteer opportunities for people in the Antelope Valley area."	93534	http://egis3.lacounty.gov/lms/?p=60884	publish	34.7017657	-118.1386737	2013-06-01T11:50:56.000Z		6519990.486	2077796.675
-118.2799161	34.05404797	97683080	211		Social Services	Homeless Shelters and Services		casa-libre.org	Center For Human Rights And Constitutional Law - Homeless Youth Project	845 S. Lake St.		Los Angeles	CA	"Monday through Sunday, 24 hours per day. "	"Administrative (213) 388-8693 Ext.307,  FAX (213) 386-9484,  Service/Intake (213) 637-5814"		casa-libre.org			60889	This agency provides shelter for homeless youth age 12 to 17 who are in Los Angeles County.	90057	http://egis3.lacounty.gov/lms/?p=60889	publish	34.054048	-118.279916	2013-06-01T11:50:56.000Z		6476882.311	1842167.556
-117.7528591	34.07743797	97684016	211		Social Services	Homeless Shelters and Services		www.InlandValleyHopePartners.org	Inland Valley Hope Partners - Our House Shelter Administrative Office	1753 N. Park Ave.		Pomona	CA		"Housing/Shelter Intake Service/Intake (909) 622-3806 Ext.235, Administrative Office FAX (909) 622-0484"		www.InlandValleyHopePartners.org			61487	"The organization's programs provides emergency food, financial assistance, holiday assistance and shelter for people who primarily live in the Inland Valley."	91768	http://egis3.lacounty.gov/lms/?p=61487	publish	34.077438	-117.752859	2013-06-01T11:50:56.000Z		6636509.72	1850653.582
-117.7533898	34.06442399	97684017	211		Social Services	Homeless Shelters and Services		www.InlandValleyHopePartners.org	Inland Valley Hope Partners - Beta Food Security Site	290 W Pearl St		Pomona	CA		Emergency Food Beta Center Service/Intake (909) 622-7278		www.InlandValleyHopePartners.org			61488	"The organization's programs provides emergency food, financial assistance, holiday assistance and shelter for people who primarily live in the Inland Valley."	91766	http://egis3.lacounty.gov/lms/?p=61488	publish	34.06442402	-117.7533897	2013-06-01T11:50:56.000Z		6636360.633	1845917.165
-117.7288361	34.10030997	97684021	211		Social Services	Homeless Shelters and Services		www.InlandValleyHopePartners.org	Inland Valley Hope Partners - Claremont Center	660 N. Mountain Ave.		Claremont	CA		Service/Intake (909) 621-2400		www.InlandValleyHopePartners.org			61490	"The organization's programs provides emergency food, financial assistance, holiday assistance and shelter for people who primarily live in the Inland Valley."	91711	http://egis3.lacounty.gov/lms/?p=61490	publish	34.10031	-117.728836	2013-06-01T11:50:56.000Z		6643761.908	1858995.86
-118.3311331	34.03275797	97684028	211		Social Services	Homeless Shelters and Services		berean29.adventistchurchconnect.org/index.php	Berean 7Th Day Adventist Church Community Services	4211 W. Adams Blvd.		Los Angeles	CA		"Service/Intake and Administration (323) 735-0228,  FAX (323) 766-7552"		berean29.adventistchurchconnect.org/index.php			61495	This program provides emergency food and holiday assistance for people who live in Los Angeles County.	90018	http://egis3.lacounty.gov/lms/?p=61495	publish	34.032758	-118.331133	2013-06-01T11:50:56.000Z		6461342.943	1834466.905
-117.9768351	34.08011697	97684033	211		Social Services	Homeless Shelters and Services		www.cotrbp.org	Church Of The Redeemer	3739 Monterey Ave.		Baldwin Park	CA	"Monday through Friday, 9:00am to 3:00pm. "	"FAX (626) 960-9587,  Service/Intake and Administration (626) 960-9585"		www.cotrbp.org			61497	This program provides emergency food and holiday assistance for anyone in need.	91706	http://egis3.lacounty.gov/lms/?p=61497	publish	34.080117	-117.976835	2013-06-01T11:50:56.000Z		6568684.95	1851537.322
-118.2734821	34.06929397	97684075	211		Social Services	Homeless Shelters and Services		www.fasgi.org	Filipino American Service Group Inc	135 N. Park View St.		Los Angeles	CA	"Monday through Friday, 8:00am to 5:00pm. "	"Service/Intake and Administration (213) 487-9804,  FAX (213) 487-9806"		www.fasgi.org			61538	"The agency provides community services, health services, services for older adults and shelter to homeless adults with health and mental health issues who live in Los Angeles County area."	90026	http://egis3.lacounty.gov/lms/?p=61538	publish	34.069294	-118.273482	2013-06-01T11:50:56.000Z		6478846.293	1847710.485
-118.2839735	34.02591757	97685051			Social Services	Homeless Shelters and Services		Ella's Foundation	Ella's Foundation	3175 S. Hoover St.	Suite 113 	Los Angeles 	CA		"(323) 761 - 6415
"					68577		90007	http://egis3.lacounty.gov/lms/?p=68577	publish	34.0259176	-118.2839734	2013-04-25T15:44:26.000Z		6475624.386	1831933.839
-118.2580335	33.93826497	97685054			Social Services	Homeless Shelters and Services		Access Center (WLCAC Access Center for Homeless Services)	 Access Center (WLCAC Access Center for Homeless Services)	958 E. 108th Street		Los Angeles 	CA 		"(323) 563 - 4721
"					68583		90064	http://egis3.lacounty.gov/lms/?p=68583	publish	33.938265	-118.2580334	2013-04-25T16:24:38.000Z		6483402.486	1800014.133
-118.2933641	33.95928097	97685086			Social Services	Homeless Shelters and Services		St. Catherine's Episcopal Diocese of Los Angeles	St. Catherine's Episcopal Diocese of Los Angeles	1039 W. 87th St. 		Los Angeles	CA		"(213) 482 - 2040 
"					68648		90044	http://egis3.lacounty.gov/lms/?p=68648	publish	33.959281	-118.293364	2013-04-26T14:01:14.000Z		6472708.201	1807691.675
-118.3208554	33.97473863	97685184	211		Social Services	Homeless Shelters and Services			"California Council For Veterans' Affairs, Inc."	2501 W. Florence Ave.		Los Angeles	CA	"Monday through Friday, 10:00am to 6:00pm"	"FAX (323) 750-8034,  Service/Intake (323) 750-9967"					56928	"The agency provides advocacy, education services, employment services, shelter and support services for homeless female veterans and their families. ?Services are targeted, but not restricted to people who live in South Central Los Angeles."	90043	http://egis3.lacounty.gov/lms/?p=56928	publish	33.97473866	-118.3208553	2017-02-22T09:57:57.000Z		6464389.494	1813342.489
-118.2786631	33.99038297	97685305	211		Social Services	Homeless Shelters and Services		Homeless Outreach Program/Integrated Care System (HOPICS)	Homeless Outreach Program/Integrated Care System (HOPICS)	5715 S. Broadway		Los Angeles	CA	"Monday through Friday, 8:00am to 4:30pm"	"Service/Intake (323) 948-0444,  Service/Intake (323) 948-0444,  FAX (323) 948-0443"		www.ssgmain.org/			56896	"The agency provides advocacy, child care, HIV/AIDS services, holiday assistance, interpreter and translator services, personal goods, services for non-profit organizations, services for older adults, substance abuse services, and youth services in Los Angeles County."	90037	http://egis3.lacounty.gov/lms/?p=56896	publish	33.990383	-118.278663	2013-05-28T17:36:57.000Z	Active	6477197.62	1818997.622
-118.4369769	34.03675554	97685379	211		Social Services	Homeless Shelters and Services			People Assisting the Homeless (PATH) -  West Los Angeles	2346 Cotner Ave.		Los Angeles	CA	"Monday through Thursday, 8:30am to 4:00pm"	"West LA Job Center Service/Intake (310) 996-0034 Ext.108,  Service/Intake and Administration (310) 996-0034"		www.epath.org			57543	"The agency provides employment services, homeless support services and transitional shelter for homeless adults. ?Services are provided from four locations."	90064	http://egis3.lacounty.gov/lms/?p=57543	publish	34.03675557	-118.4369768	2013-05-29T15:00:17.000Z		6429280.663	1836044.212
-118.2738303	34.06798245	97685393	211		Social Services	Homeless Shelters and Services		Homeless Health Care Los Angeles	Homeless Health Care Los Angeles	2330 Beverly Blvd.		Los Angeles	CA	"Monday, Wednesday, 8:00am to 7:30pm; Tuesday, Thursday, Friday, 8:00am to 5:00pm"	"I and R/Needle Exchange/Drug Treatment/Training Service/Intake and Administration (213) 744-0724, Needle Exchange Service/Intake (213) 617-8408,  FAX (213) 746-2432, CASC/Drug and Mental Health Assessment Service/Intake (213) 342-3114
"		www.hhcla.org			2515	"The agency provides education services, substance abuse services for co-occuring disorders, and welfare-to-work support services for homeless people in downtown Los Angeles and for agencies that work with homeless individuals in Los Angeles County."	90057	http://egis3.lacounty.gov/lms/?p=2515	publish	34.06798248	-118.2738302	2013-05-29T18:10:36.000Z		6478739.541	1847233.486
-118.2877669	33.96021213	97685408	211		Social Services	Homeless Shelters and Services		City Of Refuge Rescue Ministry	City Of Refuge Rescue Ministry	823 W. Manchester Blvd.		Los Angeles	CA	"Monday, Tuesday, Thursday 8:30am to 4:30pm; every other Friday, 8:30am to 3:30pm.  Wednesday by appointment only."	"Service/Intake and Administration (323) 759-2544,  FAX (323) 759-2856, Case Manager - Mr. Johnson Service/Intake (323) 759-4209, Case Manager - Ms. Brown Service/Intake (323) 756-4229"					58868	"The church provides emergency food, holiday assistance and personal goods for people who are in Los Angeles County, including people who are homeless and undocumented."	90044	http://egis3.lacounty.gov/lms/?p=58868	publish	33.96021216	-118.2877668	2013-05-29T18:27:57.000Z		6474406.507	1808025.636
-118.2917349	34.02182284	97685415	211		Social Services	Homeless Shelters and Services			St. Mark's Evangelical Lutheran Church	3651 S. Vermont Ave.		Los Angeles	CA	"Food intake hours are Tuesday and Thursday, 11:00am to 1:00pm.  Food distribution is on the fourth Saturday of each month at 11:00am.  The meal is served Monday through Friday, 11:00am to 1:00pm and the fourth Saturday of the month at 11:30am. "	"FAX (323) 731-6104,  Service/Intake and Administration (323) 731-2157"					58888	"The church provides emergency food and holiday assistance for people who live in Los Angeles County, including people who are homeless."	90007	http://egis3.lacounty.gov/lms/?p=58888	publish	34.02182287	-118.2917348	2013-05-29T18:29:22.000Z		6473268.309	1830450.426
